word,result
da.ma,1
da.'ma,
da.mi,
da.'mi,
da.mu,
da.'mu,
da.me,1
da.'me,
da.mo,
da.'mo,
da.na,
da.'na,
da.ni,
da.'ni,
da.nu,
da.'nu,
da.ne,
da.'ne,
da.no,
da.'no,
da.ɲa,1
da.'ɲa,
da.ɲi,
da.'ɲi,
da.ɲu,
da.'ɲu,
da.ɲe,1
da.'ɲe,1
da.ɲo,1
da.'ɲo,1
da.ra,
da.'ra,
da.ri,
da.'ri,
da.ru,
da.'ru,
da.re,
da.'re,
da.ro,
da.'ro,
da.ʧa,
da.'ʧa,
da.ʧi,
da.'ʧi,
da.ʧu,
da.'ʧu,
da.ʧe,
da.'ʧe,
da.ʧo,
da.'ʧo,
da.ʝa,
da.'ʝa,
da.ʝi,
da.'ʝi,
da.ʝu,
da.'ʝu,
da.ʝe,
da.'ʝe,
da.ʝo,
da.'ʝo,
da.wa,
da.'wa,
da.wi,
da.'wi,
da.wu,
da.'wu,
da.we,
da.'we,
da.wo,
da.'wo,
da.la,
da.'la,
da.li,
da.'li,
da.lu,
da.'lu,
da.le,1
da.'le,
da.lo,
da.'lo,
da.ɾa,
da.'ɾa,1
da.ɾi,
da.'ɾi,
da.ɾu,
da.'ɾu,
da.ɾe,
da.'ɾe,1
da.ɾo,
da.'ɾo,
di.pa,
di.'pa,
di.pi,
di.'pi,
di.pu,
di.'pu,
di.pe,
di.'pe,
di.po,
di.'po,
di.ta,1
di.'ta,
di.ti,
di.'ti,
di.tu,
di.'tu,
di.te,
di.'te,
di.to,
di.'to,
di.ka,
di.'ka,
di.ki,
di.'ki,
di.ku,
di.'ku,
di.ke,
di.'ke,
di.ko,
di.'ko,
di.ba,
di.'ba,
di.bi,
di.'bi,
di.bu,
di.'bu,
di.be,
di.'be,
di.bo,
di.'bo,
di.da,
di.'da,
di.di,
di.'di,
di.du,
di.'du,
di.de,
di.'de,
di.do,
di.'do,
di.ga,1
di.'ga,
di.gi,
di.'gi,
di.gu,
di.'gu,
di.ge,
di.'ge,
di.go,1
di.'go,
di.fa,
di.'fa,
di.fi,
di.'fi,
di.fu,
di.'fu,
di.fe,
di.'fe,
di.fo,
di.'fo,
di.sa,
di.'sa,
di.si,
di.'si,
di.su,
di.'su,
di.se,1
di.'se,
di.so,
di.'so,
di.xa,
di.'xa,
di.xi,
di.'xi,
di.xu,
di.'xu,
di.xe,1
di.'xe,
di.xo,
di.'xo,1
di.ma,
di.'ma,
di.mi,
di.'mi,
di.mu,
di.'mu,
di.me,1
di.'me,
di.mo,
di.'mo,
di.na,
di.'na,
di.ni,
di.'ni,
di.nu,
di.'nu,
di.ne,
di.'ne,
di.no,
di.'no,
di.ɲa,
di.'ɲa,
di.ɲi,
di.'ɲi,
di.ɲu,
di.'ɲu,
di.ɲe,
di.'ɲe,
di.ɲo,
di.'ɲo,
di.ra,
di.'ra,
di.ri,
di.'ri,
di.ru,
di.'ru,
di.re,
di.'re,
di.ro,
di.'ro,
di.ʧa,1
di.'ʧa,
di.ʧi,
di.'ʧi,
di.ʧu,
di.'ʧu,
di.ʧe,
di.'ʧe,
di.ʧo,1
di.'ʧo,
di.ʝa,
di.'ʝa,
di.ʝi,
di.'ʝi,
di.ʝu,
di.'ʝu,
di.ʝe,
di.'ʝe,
di.ʝo,
di.'ʝo,
di.wa,
di.'wa,
di.wi,
di.'wi,
di.wu,
di.'wu,
di.we,
di.'we,
di.wo,
di.'wo,
di.la,
di.'la,
di.li,
di.'li,
di.lu,
di.'lu,
di.le,1
di.'le,
di.lo,1
di.'lo,
di.ɾa,
di.'ɾa,1
di.ɾi,
di.'ɾi,
di.ɾu,
di.'ɾu,
di.ɾe,
di.'ɾe,1
di.ɾo,
di.'ɾo,
du.pa,
du.'pa,
du.pi,
du.'pi,
du.pu,
du.'pu,
du.pe,
du.'pe,
du.po,
du.'po,
du.ta,
du.'ta,
du.ti,
du.'ti,
du.tu,
du.'tu,
du.te,
du.'te,
du.to,
du.'to,
du.ka,
du.'ka,
du.ki,
du.'ki,
du.ku,
du.'ku,
du.ke,1
du.'ke,
du.ko,
du.'ko,
du.ba,
du.'ba,
du.bi,
du.'bi,
du.bu,
du.'bu,
du.be,
du.'be,
du.bo,
du.'bo,
du.da,1
du.'da,
du.di,
du.'di,
du.du,
du.'du,
du.de,1
du.'de,1
du.do,1
du.'do,1
du.ga,
du.'ga,
du.gi,
du.'gi,
du.gu,
du.'gu,
du.ge,
du.'ge,
du.go,
du.'go,
du.fa,
du.'fa,
du.fi,
du.'fi,
du.fu,
du.'fu,
du.fe,
du.'fe,
du.fo,
du.'fo,
du.sa,
du.'sa,
du.si,
du.'si,
du.su,
du.'su,
du.se,
du.'se,
du.so,
du.'so,
du.xa,
du.'xa,
du.xi,
du.'xi,
du.xu,
du.'xu,
du.xe,
du.'xe,
du.xo,
du.'xo,
du.ma,
du.'ma,
du.mi,
du.'mi,
du.mu,
du.'mu,
du.me,
du.'me,
du.mo,
du.'mo,
du.na,1
du.'na,
du.ni,
du.'ni,
du.nu,
du.'nu,
du.ne,
du.'ne,
du.no,
du.'no,
du.ɲa,
du.'ɲa,
du.ɲi,
du.'ɲi,
du.ɲu,
du.'ɲu,
du.ɲe,
du.'ɲe,
du.ɲo,
du.'ɲo,
du.ra,
du.'ra,
du.ri,
du.'ri,
du.ru,
du.'ru,
du.re,
du.'re,
du.ro,
du.'ro,
du.ʧa,1
du.'ʧa,
du.ʧi,
du.'ʧi,
du.ʧu,
du.'ʧu,
du.ʧe,1
du.'ʧe,1
du.ʧo,1
du.'ʧo,1
du.ʝa,
du.'ʝa,
du.ʝi,
du.'ʝi,
du.ʝu,
du.'ʝu,
du.ʝe,
du.'ʝe,
du.ʝo,
du.'ʝo,
du.wa,
du.'wa,
du.wi,
du.'wi,
du.wu,
du.'wu,
du.we,
du.'we,
du.wo,
du.'wo,
du.la,
du.'la,
du.li,
du.'li,
du.lu,
du.'lu,
du.le,
du.'le,
du.lo,
du.'lo,
du.ɾa,1
du.'ɾa,
du.ɾi,
du.'ɾi,
du.ɾu,
du.'ɾu,
du.ɾe,1
du.'ɾe,1
du.ɾo,1
du.'ɾo,1
de.pa,
de.'pa,
de.pi,
de.'pi,
de.pu,
de.'pu,
de.pe,
de.'pe,
de.po,
de.'po,
de.ta,
de.'ta,
de.ti,
de.'ti,
de.tu,
de.'tu,
de.te,
de.'te,
de.to,
de.'to,
de.ka,
de.'ka,
de.ki,
de.'ki,
de.ku,
de.'ku,
de.ke,
de.'ke,
de.ko,
de.'ko,
de.ba,1
de.'ba,
de.bi,
de.'bi,1
de.bu,
de.'bu,
de.be,1
de.'be,
de.bo,1
de.'bo,1
de.da,
de.'da,
de.di,
de.'di,
de.du,
de.'du,
de.de,
de.'de,
de.do,1
de.'do,
de.ga,
de.'ga,
de.gi,
de.'gi,
de.gu,
de.'gu,
de.ge,
de.'ge,
de.go,
de.'go,
de.fa,
de.'fa,
de.fi,
de.'fi,
de.fu,
de.'fu,
de.fe,
de.'fe,
de.fo,
de.'fo,
de.sa,
de.'sa,
de.si,
de.'si,
de.su,
de.'su,
de.se,
de.'se,
de.so,
de.'so,
de.xa,1
de.'xa,
de.xi,
de.'xi,
de.xu,
de.'xu,
de.xe,1
de.'xe,1
de.xo,1
de.'xo,1
de.ma,
de.'ma,
de.mi,
de.'mi,
de.mu,
de.'mu,
de.me,
de.'me,
de.mo,1
de.'mo,
de.na,
de.'na,
de.ni,
de.'ni,
de.nu,
de.'nu,
de.ne,
de.'ne,
de.no,
de.'no,
de.ɲa,
de.'ɲa,
de.ɲi,
de.'ɲi,
de.ɲu,
de.'ɲu,
de.ɲe,
de.'ɲe,
de.ɲo,
de.'ɲo,
de.ra,
de.'ra,
de.ri,
de.'ri,
de.ru,
de.'ru,
de.re,
de.'re,
de.ro,
de.'ro,
de.ʧa,
de.'ʧa,
de.ʧi,
de.'ʧi,
de.ʧu,
de.'ʧu,
de.ʧe,
de.'ʧe,
de.ʧo,
de.'ʧo,
de.ʝa,
de.'ʝa,
de.ʝi,
de.'ʝi,
de.ʝu,
de.'ʝu,
de.ʝe,
de.'ʝe,
de.ʝo,
de.'ʝo,
de.wa,
de.'wa,
de.wi,
de.'wi,
de.wu,
de.'wu,
de.we,
de.'we,
de.wo,
de.'wo,
de.la,
de.'la,
de.li,
de.'li,
de.lu,
de.'lu,
de.le,
de.'le,
de.lo,1
de.'lo,
de.ɾa,
de.'ɾa,
de.ɾi,
de.'ɾi,
de.ɾu,
de.'ɾu,
de.ɾe,
de.'ɾe,
de.ɾo,
de.'ɾo,
do.pa,
do.'pa,
do.pi,
do.'pi,
do.pu,
do.'pu,
do.pe,
do.'pe,
do.po,
do.'po,
do.ta,
do.'ta,
do.ti,
do.'ti,
do.tu,
do.'tu,
do.te,
do.'te,
do.to,
do.'to,
do.ka,
do.'ka,
do.ki,
do.'ki,
do.ku,
do.'ku,
do.ke,
do.'ke,
do.ko,
do.'ko,
do.ba,
do.'ba,
do.bi,
do.'bi,
do.bu,
do.'bu,
do.be,
do.'be,
do.bo,
do.'bo,
do.da,
do.'da,
do.di,
do.'di,
do.du,
do.'du,
do.de,
do.'de,
do.do,
do.'do,
do.ga,
do.'ga,
do.gi,
do.'gi,
do.gu,
do.'gu,
do.ge,
do.'ge,
do.go,
do.'go,
do.fa,
do.'fa,
do.fi,
do.'fi,
do.fu,
do.'fu,
do.fe,
do.'fe,
do.fo,
do.'fo,
do.sa,
do.'sa,
do.si,
do.'si,
do.su,
do.'su,
do.se,
do.'se,
do.so,
do.'so,
do.xa,
do.'xa,
do.xi,
do.'xi,
do.xu,
do.'xu,
do.xe,
do.'xe,
do.xo,
do.'xo,
do.ma,1
do.'ma,
do.mi,
do.'mi,
do.mu,
do.'mu,
do.me,1
do.'me,1
do.mo,1
do.'mo,1
do.na,
do.'na,
do.ni,
do.'ni,
do.nu,
do.'nu,
do.ne,
do.'ne,
do.no,
do.'no,
do.ɲa,1
do.'ɲa,
do.ɲi,
do.'ɲi,
do.ɲu,
do.'ɲu,
do.ɲe,
do.'ɲe,
do.ɲo,
do.'ɲo,
do.ra,
do.'ra,
do.ri,
do.'ri,
do.ru,
do.'ru,
do.re,
do.'re,
do.ro,
do.'ro,
do.ʧa,
do.'ʧa,
do.ʧi,
do.'ʧi,
do.ʧu,
do.'ʧu,
do.ʧe,
do.'ʧe,
do.ʧo,
do.'ʧo,
do.ʝa,
do.'ʝa,
do.ʝi,
do.'ʝi,
do.ʝu,
do.'ʝu,
do.ʝe,
do.'ʝe,
do.ʝo,
do.'ʝo,
do.wa,
do.'wa,
do.wi,
do.'wi,
do.wu,
do.'wu,
do.we,
do.'we,
do.wo,
do.'wo,
do.la,
do.'la,
do.li,
do.'li,
do.lu,
do.'lu,
do.le,
do.'le,
do.lo,
do.'lo,
do.ɾa,
do.'ɾa,
do.ɾi,
do.'ɾi,
do.ɾu,
do.'ɾu,
do.ɾe,
do.'ɾe,
do.ɾo,
do.'ɾo,
ga.pa,
ga.'pa,
ga.pi,
ga.'pi,
ga.pu,
ga.'pu,
ga.pe,
ga.'pe,
ga.po,
ga.'po,
ga.ta,1
ga.'ta,
ga.ti,
ga.'ti,
ga.tu,
ga.'tu,
ga.te,
ga.'te,
ga.to,1
ga.'to,
ga.ka,
ga.'ka,
ga.ki,
ga.'ki,
ga.ku,
ga.'ku,
ga.ke,
ga.'ke,
ga.ko,
ga.'ko,
ga.ba,
ga.'ba,
ga.bi,
ga.'bi,
ga.bu,
ga.'bu,
ga.be,
ga.'be,
ga.bo,
ga.'bo,
ga.da,
ga.'da,
ga.di,
ga.'di,
ga.du,
ga.'du,
ga.de,
ga.'de,
ga.do,
ga.'do,
ga.ga,
ga.'ga,
ga.gi,
ga.'gi,
ga.gu,
ga.'gu,
ga.ge,
ga.'ge,
ga.go,
ga.'go,
ga.fa,1
ga.'fa,
ga.fi,
ga.'fi,
ga.fu,
ga.'fu,
ga.fe,
ga.'fe,
ga.fo,
ga.'fo,
ga.sa,1
ga.'sa,
ga.si,
ga.'si,
ga.su,
ga.'su,
ga.se,
ga.'se,
ga.so,
ga.'so,
ga.xa,
ga.'xa,
ga.xi,
ga.'xi,
ga.xu,
ga.'xu,
ga.xe,
ga.'xe,
ga.xo,
ga.'xo,
ga.ma,1
ga.'ma,
ga.mi,
ga.'mi,
ga.mu,
ga.'mu,
ga.me,
ga.'me,
ga.mo,
ga.'mo,
ga.na,1
ga.'na,
ga.ni,
ga.'ni,
ga.nu,
ga.'nu,
ga.ne,1
ga.'ne,1
ga.no,1
ga.'no,1
ga.ɲa,
ga.'ɲa,
ga.ɲi,
ga.'ɲi,
ga.ɲu,
ga.'ɲu,
ga.ɲe,
ga.'ɲe,
ga.ɲo,
ga.'ɲo,
ga.ra,
ga.'ra,
ga.ri,
ga.'ri,
ga.ru,
ga.'ru,
ga.re,
ga.'re,
ga.ro,
ga.'ro,
ga.ʧa,
ga.'ʧa,
ga.ʧi,
ga.'ʧi,
ga.ʧu,
ga.'ʧu,
ga.ʧe,
ga.'ʧe,
ga.ʧo,
ga.'ʧo,
ga.ʝa,
ga.'ʝa,
ga.ʝi,
ga.'ʝi,
ga.ʝu,
ga.'ʝu,
ga.ʝe,
ga.'ʝe,
ga.ʝo,
ga.'ʝo,
ga.wa,
ga.'wa,
ga.wi,
ga.'wi,
ga.wu,
ga.'wu,
ga.we,
ga.'we,
ga.wo,
ga.'wo,
ga.la,1
ga.'la,
ga.li,
ga.'li,
ga.lu,
ga.'lu,
ga.le,
ga.'le,
ga.lo,
ga.'lo,
ga.ɾa,
ga.'ɾa,
ga.ɾi,
ga.'ɾi,
ga.ɾu,
ga.'ɾu,
ga.ɾe,
ga.'ɾe,
ga.ɾo,
ga.'ɾo,
gi.pa,
gi.'pa,
gi.pi,
gi.'pi,
gi.pu,
gi.'pu,
gi.pe,
gi.'pe,
gi.po,
gi.'po,
gi.ta,
gi.'ta,
gi.ti,
gi.'ti,
gi.tu,
gi.'tu,
gi.te,
gi.'te,
gi.to,
gi.'to,
gi.ka,
gi.'ka,
gi.ki,
gi.'ki,
gi.ku,
gi.'ku,
gi.ke,
gi.'ke,
gi.ko,
gi.'ko,
gi.ba,
gi.'ba,
gi.bi,
gi.'bi,
gi.bu,
gi.'bu,
gi.be,
gi.'be,
gi.bo,
gi.'bo,
gi.da,
gi.'da,
gi.di,
gi.'di,
gi.du,
gi.'du,
gi.de,
gi.'de,
gi.do,
gi.'do,
gi.ga,
gi.'ga,
gi.gi,
gi.'gi,
gi.gu,
gi.'gu,
gi.ge,
gi.'ge,
gi.go,
gi.'go,
gi.fa,
gi.'fa,
gi.fi,
gi.'fi,
gi.fu,
gi.'fu,
gi.fe,
gi.'fe,
gi.fo,
gi.'fo,
gi.sa,
gi.'sa,
gi.si,
gi.'si,
gi.su,
gi.'su,
gi.se,
gi.'se,
gi.so,
gi.'so,
gi.xa,
gi.'xa,
gi.xi,
gi.'xi,
gi.xu,
gi.'xu,
gi.xe,
gi.'xe,
gi.xo,
gi.'xo,
gi.ma,1
gi.'ma,
gi.mi,
gi.'mi,
gi.mu,
gi.'mu,
gi.me,1
gi.'me,
gi.mo,
gi.'mo,
gi.na,
gi.'na,
gi.ni,
gi.'ni,
gi.nu,
gi.'nu,
gi.ne,
gi.'ne,
gi.no,
gi.'no,
gi.ɲa,
gi.'ɲa,
gi.ɲi,
gi.'ɲi,
gi.ɲu,
gi.'ɲu,
gi.ɲe,
gi.'ɲe,
gi.ɲo,
gi.'ɲo,
gi.ra,
gi.'ra,
gi.ri,
gi.'ri,
gi.ru,
gi.'ru,
gi.re,
gi.'re,
gi.ro,
gi.'ro,
gi.ʧa,
gi.'ʧa,
gi.ʧi,
gi.'ʧi,
gi.ʧu,
gi.'ʧu,
gi.ʧe,
gi.'ʧe,
gi.ʧo,
gi.'ʧo,
gi.ʝa,
gi.'ʝa,
gi.ʝi,
gi.'ʝi,
gi.ʝu,
gi.'ʝu,
gi.ʝe,
gi.'ʝe,
gi.ʝo,
gi.'ʝo,
gi.wa,
gi.'wa,
gi.wi,
gi.'wi,
gi.wu,
gi.'wu,
gi.we,
gi.'we,
gi.wo,
gi.'wo,
gi.la,
gi.'la,
gi.li,
gi.'li,
gi.lu,
gi.'lu,
gi.le,
gi.'le,
gi.lo,
gi.'lo,
gi.ɾa,
gi.'ɾa,
gi.ɾi,
gi.'ɾi,
gi.ɾu,
gi.'ɾu,
gi.ɾe,
gi.'ɾe,
gi.ɾo,
gi.'ɾo,
gu.pa,
gu.'pa,
gu.pi,
gu.'pi,
gu.pu,
gu.'pu,
gu.pe,
gu.'pe,
gu.po,
gu.'po,
gu.ta,
gu.'ta,
gu.ti,
gu.'ti,
gu.tu,
gu.'tu,
gu.te,
gu.'te,
gu.to,
gu.'to,
gu.ka,
gu.'ka,
gu.ki,
gu.'ki,
gu.ku,
gu.'ku,
gu.ke,
gu.'ke,
gu.ko,
gu.'ko,
gu.ba,
gu.'ba,
gu.bi,
gu.'bi,
gu.bu,
gu.'bu,
gu.be,
gu.'be,
gu.bo,
gu.'bo,
gu.da,
gu.'da,
gu.di,
gu.'di,
gu.du,
gu.'du,
gu.de,
gu.'de,
gu.do,
gu.'do,
gu.ga,
gu.'ga,
gu.gi,
gu.'gi,
gu.gu,
gu.'gu,
gu.ge,
gu.'ge,
gu.go,
gu.'go,
gu.fa,
gu.'fa,
gu.fi,
gu.'fi,
gu.fu,
gu.'fu,
gu.fe,
gu.'fe,
gu.fo,
gu.'fo,
gu.sa,
gu.'sa,
gu.si,
gu.'si,
gu.su,
gu.'su,
gu.se,
gu.'se,
gu.so,
gu.'so,
gu.xa,
gu.'xa,
gu.xi,
gu.'xi,
gu.xu,
gu.'xu,
gu.xe,
gu.'xe,
gu.xo,
gu.'xo,
gu.ma,
gu.'ma,
gu.mi,
gu.'mi,
gu.mu,
gu.'mu,
gu.me,
gu.'me,
gu.mo,
gu.'mo,
gu.na,
gu.'na,
gu.ni,
gu.'ni,
gu.nu,
gu.'nu,
gu.ne,
gu.'ne,
gu.no,
gu.'no,
gu.ɲa,
gu.'ɲa,
gu.ɲi,
gu.'ɲi,
gu.ɲu,
gu.'ɲu,
gu.ɲe,
gu.'ɲe,
gu.ɲo,
gu.'ɲo,
gu.ra,
gu.'ra,
gu.ri,
gu.'ri,
gu.ru,
gu.'ru,
gu.re,
gu.'re,
gu.ro,
gu.'ro,
gu.ʧa,
gu.'ʧa,
gu.ʧi,
gu.'ʧi,
gu.ʧu,
gu.'ʧu,
gu.ʧe,
gu.'ʧe,
gu.ʧo,
gu.'ʧo,
gu.ʝa,
gu.'ʝa,
gu.ʝi,
gu.'ʝi,
gu.ʝu,
gu.'ʝu,
gu.ʝe,
gu.'ʝe,
gu.ʝo,
gu.'ʝo,
gu.wa,
gu.'wa,
gu.wi,
gu.'wi,
gu.wu,
gu.'wu,
gu.we,
gu.'we,
gu.wo,
gu.'wo,
gu.la,
gu.'la,
gu.li,
gu.'li,
gu.lu,
gu.'lu,
gu.le,
gu.'le,
gu.lo,
gu.'lo,
gu.ɾa,
gu.'ɾa,
gu.ɾi,
gu.'ɾi,
gu.ɾu,
gu.'ɾu,1
gu.ɾe,
gu.'ɾe,
gu.ɾo,
gu.'ɾo,
ge.pa,
ge.'pa,
ge.pi,
ge.'pi,
ge.pu,
ge.'pu,
ge.pe,
ge.'pe,
ge.po,
ge.'po,
ge.ta,
ge.'ta,
ge.ti,
ge.'ti,
ge.tu,
ge.'tu,
ge.te,
ge.'te,
ge.to,
ge.'to,
ge.ka,
ge.'ka,
ge.ki,
ge.'ki,
ge.ku,
ge.'ku,
ge.ke,
ge.'ke,
ge.ko,1
ge.'ko,
ge.ba,
ge.'ba,
ge.bi,
ge.'bi,
ge.bu,
ge.'bu,
ge.be,
ge.'be,
ge.bo,
ge.'bo,
ge.da,
ge.'da,
ge.di,
ge.'di,
ge.du,
ge.'du,
ge.de,
ge.'de,
ge.do,
ge.'do,
ge.ga,
ge.'ga,
ge.gi,
ge.'gi,
ge.gu,
ge.'gu,
ge.ge,
ge.'ge,
ge.go,
ge.'go,
ge.fa,
ge.'fa,
ge.fi,
ge.'fi,
ge.fu,
ge.'fu,
ge.fe,
ge.'fe,
ge.fo,
ge.'fo,
ge.sa,
ge.'sa,
ge.si,
ge.'si,
ge.su,
ge.'su,
ge.se,
ge.'se,
ge.so,
ge.'so,
ge.xa,
ge.'xa,
ge.xi,
ge.'xi,
ge.xu,
ge.'xu,
ge.xe,
ge.'xe,
ge.xo,
ge.'xo,
ge.ma,
ge.'ma,
ge.mi,
ge.'mi,
ge.mu,
ge.'mu,
ge.me,
ge.'me,
ge.mo,
ge.'mo,
ge.na,
ge.'na,
ge.ni,
ge.'ni,
ge.nu,
ge.'nu,
ge.ne,
ge.'ne,
ge.no,
ge.'no,
ge.ɲa,
ge.'ɲa,
ge.ɲi,
ge.'ɲi,
ge.ɲu,
ge.'ɲu,
ge.ɲe,
ge.'ɲe,
ge.ɲo,
ge.'ɲo,
ge.ra,1
ge.'ra,
ge.ri,
ge.'ri,
ge.ru,
ge.'ru,
ge.re,
ge.'re,
ge.ro,
ge.'ro,
ge.ʧa,
ge.'ʧa,
ge.ʧi,
ge.'ʧi,
ge.ʧu,
ge.'ʧu,
ge.ʧe,
ge.'ʧe,
ge.ʧo,
ge.'ʧo,
ge.ʝa,
ge.'ʝa,
ge.ʝi,
ge.'ʝi,
ge.ʝu,
ge.'ʝu,
ge.ʝe,
ge.'ʝe,
ge.ʝo,
ge.'ʝo,
ge.wa,
ge.'wa,
ge.wi,
ge.'wi,
ge.wu,
ge.'wu,
ge.we,
ge.'we,
ge.wo,
ge.'wo,
ge.la,
ge.'la,
ge.li,
ge.'li,
ge.lu,
ge.'lu,
ge.le,
ge.'le,
ge.lo,
ge.'lo,
ge.ɾa,
ge.'ɾa,
ge.ɾi,
ge.'ɾi,
ge.ɾu,
ge.'ɾu,
ge.ɾe,
ge.'ɾe,
ge.ɾo,
ge.'ɾo,
go.pa,
go.'pa,
go.pi,
go.'pi,
go.pu,
go.'pu,
go.pe,
go.'pe,
go.po,
go.'po,
go.ta,1
go.'ta,
go.ti,
go.'ti,
go.tu,
go.'tu,
go.te,1
go.'te,
go.to,
go.'to,
go.ka,
go.'ka,
go.ki,
go.'ki,
go.ku,
go.'ku,
go.ke,
go.'ke,
go.ko,
go.'ko,
go.ba,
go.'ba,
go.bi,
go.'bi,
go.bu,
go.'bu,
go.be,
go.'be,
go.bo,
go.'bo,
go.da,
go.'da,
go.di,
go.'di,
go.du,
go.'du,
go.de,
go.'de,
go.do,
go.'do,
go.ga,
go.'ga,
go.gi,
go.'gi,
go.gu,
go.'gu,
go.ge,
go.'ge,
go.go,
go.'go,
go.fa,
go.'fa,
go.fi,
go.'fi,
go.fu,
go.'fu,
go.fe,
go.'fe,
go.fo,
go.'fo,
go.sa,
go.'sa,
go.si,
go.'si,
go.su,
go.'su,
go.se,
go.'se,
go.so,
go.'so,
go.xa,
go.'xa,
go.xi,
go.'xi,
go.xu,
go.'xu,
go.xe,
go.'xe,
go.xo,
go.'xo,
go.ma,1
go.'ma,
go.mi,
go.'mi,
go.mu,
go.'mu,
go.me,
go.'me,
go.mo,
go.'mo,
go.na,
go.'na,
go.ni,
go.'ni,
go.nu,
go.'nu,
go.ne,
go.'ne,
go.no,
go.'no,
go.ɲa,
go.'ɲa,
go.ɲi,
go.'ɲi,
go.ɲu,
go.'ɲu,
go.ɲe,
go.'ɲe,
go.ɲo,
go.'ɲo,
go.ra,1
go.'ra,
go.ri,
go.'ri,
go.ru,
go.'ru,
go.re,
go.'re,
go.ro,1
go.'ro,
go.ʧa,
go.'ʧa,
go.ʧi,
go.'ʧi,
go.ʧu,
go.'ʧu,
go.ʧe,
go.'ʧe,
go.ʧo,
go.'ʧo,
go.ʝa,1
go.'ʝa,
go.ʝi,
go.'ʝi,
go.ʝu,
go.'ʝu,
go.ʝe,
go.'ʝe,
go.ʝo,
go.'ʝo,
go.wa,
go.'wa,
go.wi,
go.'wi,
go.wu,
go.'wu,
go.we,
go.'we,
go.wo,
go.'wo,
go.la,
go.'la,
go.li,
go.'li,
go.lu,
go.'lu,
go.le,
go.'le,
go.lo,
go.'lo,
go.ɾa,
go.'ɾa,
go.ɾi,
go.'ɾi,
go.ɾu,
go.'ɾu,
go.ɾe,
go.'ɾe,
go.ɾo,
go.'ɾo,
fa.pa,
fa.'pa,
fa.pi,
fa.'pi,
fa.pu,
fa.'pu,
fa.pe,
fa.'pe,
fa.po,
fa.'po,
fa.ta,
fa.'ta,
fa.ti,
fa.'ti,
fa.tu,
fa.'tu,
fa.te,
fa.'te,
fa.to,
fa.'to,
fa.ka,
fa.'ka,
fa.ki,
fa.'ki,
fa.ku,
fa.'ku,
fa.ke,
fa.'ke,
fa.ko,
fa.'ko,
fa.ba,
fa.'ba,
fa.bi,
fa.'bi,
fa.bu,
fa.'bu,
fa.be,
fa.'be,
fa.bo,
fa.'bo,
fa.da,1
fa.'da,
fa.di,
fa.'di,
fa.du,
fa.'du,
fa.de,
fa.'de,
fa.do,
fa.'do,
fa.ga,
fa.'ga,
fa.gi,
fa.'gi,
fa.gu,
fa.'gu,
fa.ge,
fa.'ge,
fa.go,
fa.'go,
fa.fa,
fa.'fa,
fa.fi,
fa.'fi,
fa.fu,
fa.'fu,
fa.fe,
fa.'fe,
fa.fo,
fa.'fo,
fa.sa,
fa.'sa,
fa.si,
fa.'si,
fa.su,
fa.'su,
fa.se,1
fa.'se,
fa.so,
fa.'so,
fa.xa,1
fa.'xa,
fa.xi,
fa.'xi,
fa.xu,
fa.'xu,
fa.xe,
fa.'xe,
fa.xo,
fa.'xo,
fa.ma,1
fa.'ma,
fa.mi,
fa.'mi,
fa.mu,
fa.'mu,
fa.me,
fa.'me,
fa.mo,
fa.'mo,
fa.na,
fa.'na,
fa.ni,
fa.'ni,
fa.nu,
fa.'nu,
fa.ne,
fa.'ne,
fa.no,
fa.'no,
fa.ɲa,
fa.'ɲa,
fa.ɲi,
fa.'ɲi,
fa.ɲu,
fa.'ɲu,
fa.ɲe,
fa.'ɲe,
fa.ɲo,
fa.'ɲo,
fa.ra,1
fa.'ra,
fa.ri,
fa.'ri,
fa.ru,
fa.'ru,
fa.re,
fa.'re,
fa.ro,
fa.'ro,
fa.ʧa,1
fa.'ʧa,
fa.ʧi,
fa.'ʧi,
fa.ʧu,
fa.'ʧu,
fa.ʧe,
fa.'ʧe,
fa.ʧo,
fa.'ʧo,
fa.ʝa,1
fa.'ʝa,
fa.ʝi,
fa.'ʝi,
fa.ʝu,
fa.'ʝu,
fa.ʝe,1
fa.'ʝe,1
fa.ʝo,1
fa.'ʝo,1
fa.wa,
fa.'wa,
fa.wi,
fa.'wi,
fa.wu,
fa.'wu,
fa.we,
fa.'we,
fa.wo,
fa.'wo,
fa.la,
fa.'la,
fa.li,
fa.'li,
fa.lu,
fa.'lu,
fa.le,
fa.'le,
fa.lo,
fa.'lo,
fa.ɾa,
fa.'ɾa,
fa.ɾi,
fa.'ɾi,
fa.ɾu,
fa.'ɾu,
fa.ɾe,
fa.'ɾe,
fa.ɾo,1
fa.'ɾo,
fi.pa,
fi.'pa,
fi.pi,
fi.'pi,
fi.pu,
fi.'pu,
fi.pe,
fi.'pe,
fi.po,
fi.'po,
fi.ta,
fi.'ta,
fi.ti,
fi.'ti,
fi.tu,
fi.'tu,
fi.te,
fi.'te,
fi.to,
fi.'to,
fi.ka,
fi.'ka,
fi.ki,
fi.'ki,
fi.ku,
fi.'ku,
fi.ke,
fi.'ke,
fi.ko,
fi.'ko,
fi.ba,
fi.'ba,
fi.bi,
fi.'bi,
fi.bu,
fi.'bu,
fi.be,
fi.'be,
fi.bo,
fi.'bo,
